Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
binnie.winefortified,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@520,Fortified Wine Capsule,BinnieCore:containerCapsule
binnie.winefortified,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@520,Fortified Wine Cylinder,BinnieCore:containerCylinder
binnie.winefortified,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@520,Fortified Wine Bottle,BinnieCore:containerGlass
binnie.winefortified,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@520,Fortified Wine Bucket,BinnieCore:containerBucket
binnie.winefortified,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@520,Fortified Wine Capsule,BinnieCore:containerRefractory
binnie.winefortified,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@520,Fortified Wine Can,BinnieCore:containerCan
binnie.winepineapple,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@400,Pineapple Wine Capsule,BinnieCore:containerCapsule
binnie.winepineapple,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@400,Pineapple Wine Cylinder,BinnieCore:containerCylinder
binnie.winepineapple,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@400,Pineapple Wine Bucket,BinnieCore:containerBucket
binnie.winepineapple,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@400,Pineapple Wine Bottle,BinnieCore:containerGlass
binnie.winepineapple,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@400,Pineapple Wine Capsule,BinnieCore:containerRefractory
binnie.winepineapple,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@400,Pineapple Wine Can,BinnieCore:containerCan
binnie.wineplum,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@391,Plum Wine Capsule,BinnieCore:containerCapsule
binnie.wineplum,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@391,Plum Wine Cylinder,BinnieCore:containerCylinder
binnie.wineplum,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@391,Plum Wine Bucket,BinnieCore:containerBucket
binnie.wineplum,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@391,Plum Wine Bottle,BinnieCore:containerGlass
binnie.wineplum,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@391,Plum Wine Capsule,BinnieCore:containerRefractory
binnie.wineplum,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@391,Plum Wine Can,BinnieCore:containerCan
binnie.winered,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@394,Red Wine Capsule,BinnieCore:containerCapsule
binnie.winered,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@394,Red Wine Cylinder,BinnieCore:containerCylinder
binnie.winered,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@394,Red Wine Bucket,BinnieCore:containerBucket
binnie.winered,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@394,Red Wine Bottle,BinnieCore:containerGlass
binnie.winered,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@394,Red Wine Capsule,BinnieCore:containerRefractory
binnie.winered,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@394,Red Wine Can,BinnieCore:containerCan
binnie.winesparkling,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@395,Sparkling Wine Capsule,BinnieCore:containerCapsule
binnie.winesparkling,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@395,Sparkling Wine Cylinder,BinnieCore:containerCylinder
binnie.winesparkling,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@395,Sparkling Wine Bucket,BinnieCore:containerBucket
binnie.winesparkling,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@395,Sparkling Wine Bottle,BinnieCore:containerGlass
binnie.winesparkling,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@395,Sparkling Wine Capsule,BinnieCore:containerRefractory
binnie.winesparkling,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@395,Sparkling Wine Can,BinnieCore:containerCan
binnie.winetomato,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@401,Tomato Wine Capsule,BinnieCore:containerCapsule
binnie.winetomato,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@401,Tomato Wine Cylinder,BinnieCore:containerCylinder
binnie.winetomato,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@401,Tomato Wine Bucket,BinnieCore:containerBucket
binnie.winetomato,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@401,Tomato Wine Bottle,BinnieCore:containerGlass
binnie.winetomato,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@401,Tomato Wine Capsule,BinnieCore:containerRefractory
binnie.winetomato,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@401,Tomato Wine Can,BinnieCore:containerCan
binnie.winewhite,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@393,White Wine Capsule,BinnieCore:containerCapsule
binnie.winewhite,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@393,White Wine Cylinder,BinnieCore:containerCylinder
binnie.winewhite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@393,White Wine Bucket,BinnieCore:containerBucket
binnie.winewhite,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@393,White Wine Bottle,BinnieCore:containerGlass
binnie.winewhite,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@393,White Wine Capsule,BinnieCore:containerRefractory
binnie.winewhite,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@393,White Wine Can,BinnieCore:containerCan
bioethanol,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@4,Bioethanol Magic Capsule,MagicBees:capsule.magic
bioethanol,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canEthanol@0,Ethanol Can,Forestry:canEthanol
bioethanol,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@4,Bioethanol Void Capsule,MagicBees:capsule.void
bioethanol,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleEthanol@0,Ethanol Capsule,Forestry:waxCapsuleEthanol
bioethanol,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryEthanol@0,Ethanol Capsule,Forestry:refractoryEthanol
bioethanol,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketEthanol@0,Ethanol Bucket,Forestry:bucketEthanol
biofuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.biofuel@0,BioFuel Bucket,MineFactoryReloaded:bucket.biofuel
biomass,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketBiomass@0,Biomass Bucket,Forestry:bucketBiomass
biomass,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@3,Biomass Magic Capsule,MagicBees:capsule.magic
biomass,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@3,Biomass Void Capsule,MagicBees:capsule.void
biomass,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canBiomass@0,Biomass Can,Forestry:canBiomass
biomass,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleBiomass@0,Biomass Capsule,Forestry:waxCapsuleBiomass
biomass,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryBiomass@0,Biomass Capsule,Forestry:refractoryBiomass
bitumen,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.artifice.bucket@3,Bitumen Bucket,Artifice:bucket
black.steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@15,Molten Black Steel Bucket,Metallurgy:molten.bucket
blood,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@16,Clay Bucket o' Blood,IguanaTweaksTConstruct:clayBucketsTinkers
blood,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@16,Bucket o' Blood,TConstruct:buckets
brass.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@41,Molten Brass Bucket,Metallurgy:molten.bucket
brass.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@11,Molten Brass Bucket,ExtraTiC:extra.bucket
brine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.BrineBucket@0,Brine Bucket,Mekanism:BrineBucket
bronze.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@7,Molten Bronze Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
bronze.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@7,Molten Bronze Bucket,TConstruct:buckets
carmot.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@16,Molten Carmot Bucket,Metallurgy:molten.bucket
celenegil.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@17,Molten Celenegil Bucket,Metallurgy:molten.bucket
ceruclase.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@30,Molten Ceruclase Bucket,Metallurgy:molten.bucket
chocolatemilk,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.chocolatemilk@0,Chocolate Milk Bucket,MineFactoryReloaded:bucket.chocolatemilk
coal,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@6,Liquifacted Coal Bucket,ThermalFoundation:bucket
cobalt.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@5,Molten Cobalt Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
cobalt.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@5,Molten Cobalt Bucket,TConstruct:buckets
conductiveiron,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalsmeltery.bucket@2,Molten Conductive Iron Bucket,ThermalSmeltery:buckets
copper.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@2,Molten Copper Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
copper.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@2,Molten Copper Bucket,TConstruct:buckets
creosote,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@16,Creosote Oil Magic Capsule,MagicBees:capsule.magic
creosote,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.artifice.bucket@2,Creosote Bucket,Artifice:bucket
creosote,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.railcraft.fluid.creosote.wax@0,Creosote Capsule,Railcraft:fluid.creosote.wax
creosote,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.railcraft.fluid.creosote.refactory@0,Creosote Capsule,Railcraft:fluid.creosote.refactory
creosote,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@16,Creosote Oil Void Capsule,MagicBees:capsule.void
creosote,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xitem.railcraft.fluid.creosote.cell@0,Creosote Cell,Railcraft:fluid.creosote.cell
creosote,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.railcraft.fluid.creosote.bottle@0,Creosote Bottle,Railcraft:fluid.creosote.bottle
creosote,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.railcraft.fluid.creosote.bucket@0,Creosote Bucket,Railcraft:fluid.creosote.bucket
creosote,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.railcraft.fluid.creosote.can@0,Creosote Can,Railcraft:fluid.creosote.can
cryotheum,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@4,Gelid Cryotheum Bucket,ThermalFoundation:bucket
damascus.steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@4,Molten Damascus Steel Bucket,Metallurgy:molten.bucket
dark.steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@9,Molten Dark Steel,ExtraTiC:extra.bucket
darksteel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalsmeltery.bucket@4,Molten Dark Steel Bucket,ThermalSmeltery:buckets
deep.iron.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@18,Molten Deep Iron Bucket,Metallurgy:molten.bucket
desichalkos.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@9,Molten Desichalkos Bucket,Metallurgy:molten.bucket
electrum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@22,Molten Electrum Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
electrum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@22,Molten Electrum Bucket,TConstruct:buckets
emerald.liquid,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@15,Liquified Emerald Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
emerald.liquid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@15,Liquified Emerald Bucket,TConstruct:buckets
ender,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@23,Liquified Ender Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
ender,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@2,Resonant Ender Bucket,ThermalFoundation:bucket
ender,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@23,Liquified Ender Bucket,TConstruct:buckets
endergoo,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketEnderGoo@0,Ender Goo Bucket,HardcoreEnderExpansion:bucket_ender_goo
enderium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@30,Molten Enderium Bucket,TConstruct:buckets
energeticalloy,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalsmeltery.bucket@0,Molten Energetic Alloy Bucket,ThermalSmeltery:buckets
eximite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@10,Molten Eximite Bucket,Metallurgy:molten.bucket
fairy.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@1,Molten Fairy Bucket,ExtraTiC:extra.bucket
fire_water,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketFire_water@0,Fire Water Bucket,EnderIO:bucketFire_water
fluiddeath,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ItemBucketDeath@0,Bucket of Liquid Death,Thaumcraft:ItemBucketDeath
fluidmushroom,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketMushroom@0,Bucket of Mushroom Soup,Automagy:bucketMushroom
fluidpure,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ItemBucketPure@0,Bucket of Purifying Fluid,Thaumcraft:ItemBucketPure
fluidvishroom,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketVishroom@0,Bucket of Vishroom Soup,Automagy:bucketVishroom
for.honey,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canHoney@0,Honey Can,Forestry:canHoney
for.honey,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketHoney@0,Honey Bucket,Forestry:bucketHoney
for.honey,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryHoney@0,Honey Capsule,Forestry:refractoryHoney
for.honey,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleHoney@0,Honey Capsule,Forestry:waxCapsuleHoney
fuel,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryFuel@0,Fuel Capsule,Forestry:refractoryFuel
fuel,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleFuel@0,Fuel Capsule,Forestry:waxCapsuleFuel
fuel,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@6,Fuel Magic Capsule,MagicBees:capsule.magic
fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.artifice.bucket@1,Fuel Bucket,Artifice:bucket
fuel,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@6,Fuel Void Capsule,MagicBees:capsule.void
fuel,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canFuel@0,Fuel Can,Forestry:canFuel
fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketFuel@0,Fuel Bucket,BuildCraft|Energy:bucketFuel
glass,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketGlass@0,Molten Glass Bucket,Forestry:bucketGlass
glass.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@13,Molten Glass Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
glass.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@13,Molten Glass Bucket,TConstruct:buckets
glowstone,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@1,Energized Glowstone Bucket,ThermalFoundation:bucket
glue,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@25,Sticky Glue Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
glue,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@25,Sticky Glue Bucket,TConstruct:buckets
gold.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@1,Molten Gold Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
gold.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@1,Molten Gold Bucket,TConstruct:buckets
grc.applecider0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Bucket of Apple Cider,Growthcraft|Apples:grc.appleCider_bucket
grc.applecider0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider1,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@1,Bucket of Apple Cider,Growthcraft|Apples:grc.appleCider_bucket
grc.applecider1,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@1,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider2,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@2,Bucket of Apple Cider,Growthcraft|Apples:grc.appleCider_bucket
grc.applecider2,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@2,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider3,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@3,Bucket of Apple Cider,Growthcraft|Apples:grc.appleCider_bucket
grc.applecider3,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@3,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.grapewine0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Bucket of Grape Wine,Growthcraft|Grapes:grc.grapeWine_bucket
grc.grapewine1,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@1,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine1,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@1,Bucket of Grape Wine,Growthcraft|Grapes:grc.grapeWine_bucket
grc.grapewine2,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@2,Grape Wine,Growthcraft|Grapes:grc.grapeWine
